Date,BIL,SHY,IGSB,IGIB,LQD,SHYG,HYG,EMB,CEMB,SPY,QQQ,IJK,IWM,VGK,EWU,EWJ,EEM,AAXJ,MCHI,INDA,GLD,FTLS,QAI,WTMF
2020-01-16 00:00:00-05:00,77.97895812988281,74.01844787597656,44.70258712768555,47.061431884765625,103.98583221435547,32.364505767822266,63.940677642822266,86.58499145507812,39.89786911010742,303.24298095703125,214.48558044433594,57.81852722167969,157.18289184570312,48.444461822509766,27.142284393310547,52.28598403930664,40.253440856933594,67.96993255615234,59.54389190673828,33.33953094482422,146.30999755859375,41.16670608520508,27.55390167236328,27.17888641357422
2020-01-17 00:00:00-05:00,77.97042846679688,74.044677734375,44.73584747314453,47.061431884765625,103.96971893310547,32.35066223144531,63.89004898071289,86.47989654541016,39.95878982543945,304.1869201660156,215.54705810546875,57.72598648071289,156.75640869140625,48.63383102416992,27.246192932128906,52.32102966308594,40.481101989746094,68.31046295166016,59.80104446411133,33.552833557128906,146.5800018310547,41.27081298828125,27.56277847290039,27.1715145111084
2020-01-21 00:00:00-05:00,77.97895812988281,74.0621337890625,44.78572463989258,47.20649719238281,104.46945190429688,32.316017150878906,63.752689361572266,86.40481567382812,39.97402572631836,303.59124755859375,215.45053100585938,57.5408821105957,155.45835876464844,48.2797966003418,26.958463668823242,52.040767669677734,39.45660400390625,66.47344207763672,57.63742446899414,32.82019805908203,146.74000549316406,41.27081298828125,27.474010467529297,27.082975387573242
2020-01-22 00:00:00-05:00,77.97895812988281,74.07965850830078,44.77742385864258,47.23068618774414,104.52586364746094,32.3367919921875,63.868370056152344,86.47238159179688,39.85214614868164,303.6278076171875,216.01983642578125,57.56224060058594,155.35635375976562,48.329200744628906,27.070354461669922,52.27722930908203,39.78059005737305,66.80500030517578,57.94778823852539,32.912933349609375,146.7899932861328,41.412757873535156,27.509517669677734,26.964937210083008
2020-01-23 00:00:00-05:00,77.98751068115234,74.10581970214844,44.81902313232422,47.279048919677734,104.66293334960938,32.30218505859375,63.67312240600586,86.26973724365234,39.97402572631836,303.97607421875,216.71461486816406,57.67852020263672,155.25437927246094,48.13161087036133,26.958463668823242,52.33853530883789,39.36902618408203,66.12396240234375,57.194068908691406,32.86656951904297,147.1199951171875,41.4222297668457,27.500638961791992,26.854272842407227
2020-01-24 00:00:00-05:00,77.98751068115234,74.13203430175781,44.84394454956055,47.38384246826172,104.84022521972656,32.23982620239258,63.40559005737305,86.1571273803711,40.01212692260742,301.2728576660156,214.8909149169922,57.163578033447266,153.34442138671875,47.958702087402344,26.902511596679688,52.13710021972656,39.05379867553711,65.5683822631836,56.218658447265625,33.005672454833984,147.97999572753906,41.22348403930664,27.438501358032227,26.728853225708008
2020-01-27 00:00:00-05:00,77.99598693847656,74.21064758300781,44.87723159790039,47.488616943359375,105.04173278808594,32.07358169555664,62.97899627685547,86.052001953125,39.9892692565918,296.4436340332031,210.4521942138672,56.42793655395508,151.60134887695312,46.97071075439453,26.335054397583008,51.199981689453125,37.7053108215332,63.33704376220703,54.09050750732422,32.597625732421875,148.99000549316406,40.78816604614258,27.260961532592773,26.55179786682129
2020-01-28 00:00:00-05:00,77.99598693847656,74.17571258544922,44.868900299072266,47.46443176269531,104.98530578613281,32.205204010009766,63.52128601074219,86.45735931396484,39.9892692565918,299.55010986328125,213.6846923828125,57.09475326538086,152.8622589111328,47.45647048950195,26.518877029418945,51.65540313720703,38.020538330078125,63.71342468261719,54.63141632080078,32.75528335571289,147.66000366210938,41.14778137207031,27.34085464477539,26.544416427612305
2020-01-29 00:00:00-05:00,78.00453186035156,74.24559783935547,44.92711639404297,47.593379974365234,105.32384490966797,32.205204010009766,63.48513412475586,86.855224609375,40.05781936645508,299.3025817871094,214.0320587158203,56.888301849365234,151.99078369140625,47.51411437988281,26.502891540527344,51.48899841308594,38.20442581176758,64.0987548828125,55.163455963134766,32.79237747192383,148.4600067138672,41.08154296875,27.358606338500977,26.50014877319336
2020-01-30 00:00:00-05:00,78.00453186035156,74.25434112548828,44.9188117980957,47.593379974365234,105.3883056640625,32.22597122192383,63.55023193359375,86.795166015625,39.9892692565918,300.27392578125,214.79437255859375,56.909671783447266,151.99078369140625,47.48941421508789,26.486907958984375,51.41893768310547,37.63525390625,63.05926513671875,54.32106018066406,32.375057220458984,148.47000122070312,41.12885284423828,27.323102951049805,26.448505401611328
